zipcode,prctForeign,%Uninsured,%vehicle,%foodStamp,%poverty,urban/rural
12453,36.092715231788084,43.377483443708606,0.0,44.70198675496689,0.0,1
12453,36.092715231788084,43.377483443708606,0.0,44.70198675496689,0.0,0
12454,0.9966777408637874,8.970099667774086,0.0,41.19601328903654,15.0,0
12455,2.344166222695791,8.524240809802878,0.0,47.0964304741609,15.0,0
12456,0.0,11.1731843575419,0.0,28.35195530726257,0.0,1
12456,0.0,11.1731843575419,0.0,28.35195530726257,0.0,0
12457,2.369077306733167,6.982543640897755,0.0,50.62344139650873,22.3,0
12458,5.717151454363089,6.352390504847877,7.804370447450572,32.02942159812772,17.2,1
12458,5.717151454363089,6.352390504847877,7.804370447450572,32.02942159812772,17.2,0
12459,0.0,0.0,0.0,67.51592356687898,0.0,0
12460,0.0,10.174418604651162,0.0,33.13953488372093,18.3,0
12461,2.043070127001657,6.350082827167311,0.0,44.17448923246825,8.8,0
12463,1.144492131616595,14.234620886981403,1.2121212121212122,39.62804005722461,5.1,0
12464,3.4653465346534658,33.53960396039604,2.941176470588235,56.188118811881196,12.5,0
12465,5.0675675675675675,8.445945945945946,17.20430107526882,39.86486486486486,12.0,0
12466,1.238938053097345,6.504424778761061,1.2135922330097086,43.584070796460175,2.7,1
12468,1.1473962930273611,15.35745807590468,2.142857142857143,41.2180052956752,14.4,0
12469,1.4175257731958764,5.670103092783505,1.282051282051282,40.97938144329897,5.5,0
12470,30.168776371308013,3.375527426160337,0.0,34.59915611814346,4.6,0
12471,6.666666666666667,30.303030303030305,0.0,32.72727272727273,14.5,1
12471,6.666666666666667,30.303030303030305,0.0,32.72727272727273,14.5,0
12472,2.536997885835095,10.077519379844961,0.9925558312655087,46.441155743481325,8.8,1
12472,2.536997885835095,10.077519379844961,0.9925558312655087,46.441155743481325,8.8,0
12473,0.0,1.5985790408525755,1.4423076923076923,32.41563055062167,10.2,0
12474,1.68,11.44,0.0,36.24,22.6,0
12475,0.0,32.121212121212125,0.0,77.57575757575758,20.6,1
12475,0.0,32.121212121212125,0.0,77.57575757575758,20.6,0
12477,2.9537442580920845,7.7288751201794685,1.1568263669104006,39.30135669266104,9.9,1
12477,2.9537442580920845,7.7288751201794685,1.1568263669104006,39.30135669266104,9.9,0
12480,8.270676691729323,8.521303258145362,0.0,46.741854636591476,4.9,0
12481,0.5878030859662012,4.481998530492285,0.0,40.99926524614254,8.7,0
12482,0.0,0.0,0.0,40.036563071297984,2.7,1
12482,0.0,0.0,0.0,40.036563071297984,2.7,0
12483,0.0,0.0,10.795454545454545,62.55144032921811,0.0,0
12484,0.14798372179060304,6.141324454310026,0.0,43.8771735109138,7.4,0
12485,0.0,9.793814432989691,1.3177159590043925,41.23711340206185,2.2,0
12486,0.8207070707070708,5.42929292929293,0.0,35.16414141414141,4.4,1
12486,0.8207070707070708,5.42929292929293,0.0,35.16414141414141,4.4,0
12487,1.7884207335556228,10.669899969687783,0.0,37.10215216732343,12.9,1
12487,1.7884207335556228,10.669899969687783,0.0,37.10215216732343,12.9,0
12489,7.266121707538602,3.3605812897366025,0.0,9.71843778383288,20.0,1
12489,7.266121707538602,3.3605812897366025,0.0,9.71843778383288,20.0,0
12490,0.0,0.0,0.0,48.38709677419355,51.6,1
12490,0.0,0.0,0.0,48.38709677419355,51.6,0
12491,1.5374759769378605,8.135810377962844,2.316076294277929,42.79308135810378,9.4,1
12491,1.5374759769378605,8.135810377962844,2.316076294277929,42.79308135810378,9.4,0
12492,0.0,1.3377926421404682,0.0,44.14715719063545,19.7,0
12493,0.0,0.0,0.0,35.80645161290323,12.5,0
12494,1.8181818181818181,3.787878787878788,0.0,49.24242424242424,1.1,0
12495,0.0,0.0,0.0,45.808383233532936,7.8,0
12496,3.51634793337446,9.500308451573103,0.0,39.481801357186924,10.9,0
12498,2.026468155500414,5.707196029776675,1.6554809843400446,46.98097601323408,7.9,1
12498,2.026468155500414,5.707196029776675,1.6554809843400446,46.98097601323408,7.9,0
12501,0.5555555555555556,3.5925925925925926,3.4227567067530065,36.074074074074076,9.9,0
12502,1.1120615911035072,4.277159965782721,0.0,38.06672369546621,17.2,0
12503,5.736434108527131,9.767441860465116,5.144694533762058,45.73643410852713,10.2,0
12504,5.8905058905058905,5.197505197505198,0.0,2.079002079002079,32.4,1
12504,5.8905058905058905,5.197505197505198,0.0,2.079002079002079,32.4,0
12507,3.557312252964427,13.83399209486166,0.0,28.063241106719367,7.4,0
12508,4.289940828402367,6.559885737604571,4.927898262745543,36.35992654560294,10.0,1
12508,4.289940828402367,6.559885737604571,4.927898262745543,36.35992654560294,10.0,0
12512,0.0,0.0,0.0,100.0,0.0,1
12513,0.0,0.0,0.0,44.61839530332681,0.0,0
12514,1.9472361809045227,1.9158291457286432,0.0,35.5213567839196,4.5,0
12515,6.120887528691661,11.32364192807957,9.91304347826087,42.081101759755164,7.4,1
12515,6.120887528691661,11.32364192807957,9.91304347826087,42.081101759755164,7.4,0
12516,5.7501306847882905,6.1683220073183485,3.799019607843137,35.07579717720857,23.9,0
12517,0.0,1.2195121951219512,0.0,36.890243902439025,2.7,0
12518,0.8399366085578447,3.1537242472266245,0.2903225806451613,38.55784469096672,4.2,1
12518,0.8399366085578447,3.1537242472266245,0.2903225806451613,38.55784469096672,4.2,0
12520,0.435656836461126,8.009383378016086,2.9553264604810994,36.82975871313673,3.6,1
12520,0.435656836461126,8.009383378016086,2.9553264604810994,36.82975871313673,3.6,0
12521,0.3389830508474576,10.0,5.679862306368331,46.186440677966104,16.3,0
12522,2.7340513670256836,4.59817729908865,9.317718940936864,40.3893951946976,9.6,0
12523,0.6583278472679395,9.743252139565502,0.3841229193341869,42.3963133640553,8.2,0
12524,6.793058729080467,4.069659729512753,1.133977320453591,36.657815105292414,7.6,1
12524,6.793058729080467,4.069659729512753,1.133977320453591,36.657815105292414,7.6,0
12525,0.6615598885793872,7.346796657381615,0.0,36.28133704735376,8.7,0
12526,1.8157181571815717,3.414634146341464,1.3230429988974641,40.89430894308943,6.8,0
12527,0.0,0.0,0.0,19.25925925925926,94.4,1
12528,1.4460765659487023,5.396148869777,1.493723184490704,38.89184869472563,9.9,1
12528,1.4460765659487023,5.396148869777,1.493723184490704,38.89184869472563,9.9,0
12529,2.8077753779697625,7.019438444924406,6.0382916053019144,38.98488120950324,8.3,0
12530,0.0,0.0,0.0,78.50467289719626,0.0,0
12531,0.5696530295183843,7.327809425168306,2.916224814422057,33.09166235111341,0.9,1
12531,0.5696530295183843,7.327809425168306,2.916224814422057,33.09166235111341,0.9,1
12531,0.5696530295183843,7.327809425168306,2.916224814422057,33.09166235111341,0.9,0
12533,3.270737952975867,5.424070768992007,1.945398070949812,33.21176379296966,3.4,1
12533,3.270737952975867,5.424070768992007,1.945398070949812,33.21176379296966,3.4,0
12534,3.794667551720323,4.8622635247261865,5.663054695562435,42.200464653169604,18.4,1
12534,3.794667551720323,4.8622635247261865,5.663054695562435,42.200464653169604,18.4,0
12538,3.217733285663211,6.7286378262424025,0.7970667941973538,35.72398998927422,6.9,1
12538,3.217733285663211,6.7286378262424025,0.7970667941973538,35.72398998927422,6.9,0
12540,1.7584994138335288,3.4127914549954412,1.2208067940552019,34.33632929529764,3.5,1
12540,1.7584994138335288,3.4127914549954412,1.2208067940552019,34.33632929529764,3.5,0
12542,1.653324051514097,3.063000348068221,1.7977528089887642,40.1496693351897,5.1,1
12542,1.653324051514097,3.063000348068221,1.7977528089887642,40.1496693351897,5.1,0
12543,6.720850265708034,11.441075336042514,0.4439511653718091,40.16880275085965,12.6,1
12543,6.720850265708034,11.441075336042514,0.4439511653718091,40.16880275085965,12.6,0
12545,5.358649789029537,6.8354430379746836,6.76126878130217,41.91983122362869,9.7,0
12546,5.555555555555555,15.644171779141105,2.050963331261653,40.49079754601227,10.9,0
12547,3.1326139923424994,6.6481030281935265,0.5221932114882507,37.17368604246432,7.5,1
12547,3.1326139923424994,6.6481030281935265,0.5221932114882507,37.17368604246432,7.5,0
12548,8.597603946441156,7.6109936575052854,2.3547880690737837,43.76321353065539,19.4,1
12548,8.597603946441156,7.6109936575052854,2.3547880690737837,43.76321353065539,19.4,0
12549,1.0846181427034778,2.3933309429903193,0.7230255839822024,34.600215130871284,4.8,1
12549,1.0846181427034778,2.3933309429903193,0.7230255839822024,34.600215130871284,4.8,1
12549,1.0846181427034778,2.3933309429903193,0.7230255839822024,34.600215130871284,4.8,1
12549,1.0846181427034778,2.3933309429903193,0.7230255839822024,34.600215130871284,4.8,0
12550,10.094850948509485,11.726360506848312,9.561932914562549,33.759979491686806,19.9,1
12550,10.094850948509485,11.726360506848312,9.561932914562549,33.759979491686806,19.9,0
12553,2.8045641399976953,6.777056360213608,2.604621615183038,35.19535902262861,5.8,1
12553,2.8045641399976953,6.777056360213608,2.604621615183038,35.19535902262861,5.8,0
12561,4.919969921581266,6.364808250080567,4.041704209035911,33.698571275110105,17.6,1
12561,4.919969921581266,6.364808250080567,4.041704209035911,33.698571275110105,17.6,1
12561,4.919969921581266,6.364808250080567,4.041704209035911,33.698571275110105,17.6,0
12563,5.567136725935009,7.627222562844881,0.7837837837837838,28.706315144083383,13.2,1
12563,5.567136725935009,7.627222562844881,0.7837837837837838,28.706315144083383,13.2,1
12563,5.567136725935009,7.627222562844881,0.7837837837837838,28.706315144083383,13.2,0
12564,3.378476772972186,7.805446337556429,3.720050441361917,37.80399009756808,8.5,1
12564,3.378476772972186,7.805446337556429,3.720050441361917,37.80399009756808,8.5,0
12565,4.641044234952864,5.511240029006526,7.0878274268104775,44.16243654822335,23.9,0
12566,1.543032394096224,6.258386045620089,2.272727272727273,36.33314165229059,10.3,1
12566,1.543032394096224,6.258386045620089,2.272727272727273,36.33314165229059,10.3,1
12566,1.543032394096224,6.258386045620089,2.272727272727273,36.33314165229059,10.3,0
12567,3.542061986084757,5.439595192915876,1.0148849797023005,39.02593295382669,10.3,0
12569,2.8910891089108914,7.475247524752475,1.0972379871358307,40.71287128712871,7.2,1
12569,2.8910891089108914,7.475247524752475,1.0972379871358307,40.71287128712871,7.2,0
12570,1.34185303514377,4.932907348242812,0.3083247687564234,33.54632587859425,2.7,1
12570,1.34185303514377,4.932907348242812,0.3083247687564234,33.54632587859425,2.7,0
12571,2.517369851978653,4.813211156983184,1.3568246253543945,39.74423522303897,7.8,1
12571,2.517369851978653,4.813211156983184,1.3568246253543945,39.74423522303897,7.8,0
12572,4.0,5.7366946778711485,1.9154228855721391,40.739495798319325,7.6,1
12572,4.0,5.7366946778711485,1.9154228855721391,40.739495798319325,7.6,1
12572,4.0,5.7366946778711485,1.9154228855721391,40.739495798319325,7.6,0
12574,0.0,0.0,0.0,29.2817679558011,2.8,0
12575,2.388535031847134,4.936305732484077,0.0,34.34182590233546,0.9,1
12575,2.388535031847134,4.936305732484077,0.0,34.34182590233546,0.9,0
12577,3.0660377358490565,4.186320754716981,0.0,30.89622641509434,5.8,1
12577,3.0660377358490565,4.186320754716981,0.0,30.89622641509434,5.8,0
12578,2.119642016015073,6.3118228921337725,0.0,37.96514366462553,6.2,1
12578,2.119642016015073,6.3118228921337725,0.0,37.96514366462553,6.2,0
12580,1.0496850944716585,11.546536039188243,0.0,36.155819920690455,11.4,1
12580,1.0496850944716585,11.546536039188243,0.0,36.155819920690455,11.4,0
12581,4.988344988344989,4.195804195804196,1.2291483757682178,40.88578088578089,7.3,0
12582,6.265943877551021,0.78125,1.0541447053186392,22.401147959183675,4.6,1
12582,6.265943877551021,0.78125,1.0541447053186392,22.401147959183675,4.6,1
12582,6.265943877551021,0.78125,1.0541447053186392,22.401147959183675,4.6,0
12583,4.418321848398865,11.390352655046614,2.661290322580645,35.022294284556146,17.9,1
12583,4.418321848398865,11.390352655046614,2.661290322580645,35.022294284556146,17.9,0
12585,2.4417314095449503,0.0,2.1321961620469083,38.40177580466148,11.9,0
12586,2.5532249194752143,8.508131039358945,1.3135735938026272,33.6790007070469,8.3,1
12586,2.5532249194752143,8.508131039358945,1.3135735938026272,33.6790007070469,8.3,1
12586,2.5532249194752143,8.508131039358945,1.3135735938026272,33.6790007070469,8.3,0
12589,3.9512111321078853,13.81778617648743,1.6739344492896329,28.568974403023535,19.4,1
12589,3.9512111321078853,13.81778617648743,1.6739344492896329,28.568974403023535,19.4,1
12589,3.9512111321078853,13.81778617648743,1.6739344492896329,28.568974403023535,19.4,0
12590,4.77906976744186,6.558139534883721,2.6482634797733264,37.3343023255814,7.8,1
12590,4.77906976744186,6.558139534883721,2.6482634797733264,37.3343023255814,7.8,0
12592,0.9565217391304347,9.391304347826086,0.0,36.0,10.8,0
12594,7.557077625570777,11.643835616438356,3.9447731755424065,33.60730593607306,13.3,1
12594,7.557077625570777,11.643835616438356,3.9447731755424065,33.60730593607306,13.3,0
12601,9.197509105863002,10.414757372811657,13.298654302838402,37.13077194219246,22.3,1
12601,9.197509105863002,10.414757372811657,13.298654302838402,37.13077194219246,22.3,0
12603,4.193931490580536,4.708567170435228,2.9817644159684575,35.87779149104627,5.4,1
12603,4.193931490580536,4.708567170435228,2.9817644159684575,35.87779149104627,5.4,0
12604,6.521739130434782,3.571428571428571,,1.0869565217391304,0.0,1
12701,5.008588735195732,13.723894765391917,16.34637647603612,38.115902721272946,27.9,1
12701,5.008588735195732,13.723894765391917,16.34637647603612,38.115902721272946,27.9,0
12719,2.7586206896551726,10.651340996168582,0.0,41.7624521072797,18.5,0
12720,23.228346456692915,10.236220472440944,0.0,42.51968503937008,0.0,0
12721,2.194597912829957,9.468999386126457,2.9334212261041532,32.47391037446286,9.4,1
12721,2.194597912829957,9.468999386126457,2.9334212261041532,32.47391037446286,9.4,1
12721,2.194597912829957,9.468999386126457,2.9334212261041532,32.47391037446286,9.4,0
12722,0.0,0.0,0.0,48.51485148514851,0.0,1
12722,0.0,0.0,0.0,48.51485148514851,0.0,0
12723,7.131702238417491,10.255075481520041,6.342780026990553,38.93805309734513,11.0,0
12724,0.0,6.402439024390244,0.0,43.59756097560975,5.8,0
12725,2.185792349726776,5.46448087431694,2.73972602739726,44.26229508196721,18.5,0
12726,0.6369426751592357,6.687898089171974,0.2976190476190476,43.789808917197455,13.3,0
12729,1.1984021304926764,4.083444296493564,4.171934260429835,34.84243231247226,20.5,0
12732,0.6377551020408163,25.38265306122449,1.8461538461538463,47.066326530612244,15.7,0
12733,5.481639169771155,2.182011708355508,0.0,16.444917509313463,51.9,1
12733,5.481639169771155,2.182011708355508,0.0,16.444917509313463,51.9,0
12734,2.5193798449612403,5.813953488372093,5.6367432150313155,37.5,4.3,1
12734,2.5193798449612403,5.813953488372093,5.6367432150313155,37.5,4.3,0
12736,7.291666666666667,5.208333333333334,0.0,52.083333333333336,16.7,0
12737,1.446480231436837,8.871745419479266,0.0,35.486981677917065,9.2,0
12738,0.0,0.0,0.0,37.68472906403941,2.7,0
12740,0.2988643156007173,3.2875074716078903,1.297016861219196,37.59713090257023,8.7,0
12741,0.0,2.727272727272727,0.0,53.63636363636364,6.4,0
12742,16.43835616438356,0.0,0.0,50.68493150684932,0.0,0
12743,7.518796992481203,10.526315789473683,11.956521739130435,53.75939849624061,5.6,0
12745,0.0,3.867403314917127,0.0,41.43646408839779,0.0,0
12746,0.0,3.6978756884343036,0.0,30.21243115656963,1.0,1
12746,0.0,3.6978756884343036,0.0,30.21243115656963,1.0,0
12747,6.701030927835052,18.685567010309278,7.062600321027287,35.115979381443296,27.4,0
12748,2.0341207349081363,8.858267716535433,0.8053691275167786,44.35695538057743,9.7,0
12749,3.821656050955414,0.0,0.0,63.69426751592356,23.9,0
12750,1.8115942028985508,0.0,0.0,29.347826086956523,11.6,0
12751,5.173951828724353,4.1034790365744875,23.955431754874652,27.29705619982159,23.4,1
12751,5.173951828724353,4.1034790365744875,23.955431754874652,27.29705619982159,23.4,1
12751,5.173951828724353,4.1034790365744875,23.955431754874652,27.29705619982159,23.4,0
12752,0.851063829787234,18.29787234042553,0.0,49.787234042553195,1.3,0
12754,8.521341463414634,10.960365853658537,7.929883138564274,37.40853658536585,20.8,1
12754,8.521341463414634,10.960365853658537,7.929883138564274,37.40853658536585,20.8,0
12758,1.4814814814814816,7.546296296296297,4.336989032901297,37.175925925925924,23.0,0
12759,1.7543859649122806,11.673414304993253,0.0,31.983805668016196,38.3,0
12760,0.9925558312655087,17.866004962779154,0.0,48.883374689826304,11.2,0
12762,0.0,1.694915254237288,0.0,53.753026634382564,22.5,0
12763,2.218430034129693,5.1194539249146755,0.0,38.05460750853242,6.6,0
12764,1.929260450160772,9.710610932475884,4.043545878693624,48.038585209003216,10.6,0
12765,3.6585365853658534,6.910569105691057,0.0,31.626016260162604,2.7,0
12766,12.912087912087914,7.6923076923076925,0.0,42.032967032967036,4.9,0
12767,0.0,0.0,0.0,34.883720930232556,7.0,0
12768,0.0,3.7302725968436152,10.72463768115942,47.20229555236729,4.3,0
12769,0.0,11.170212765957446,0.0,59.04255319148937,6.4,0
12770,0.0,3.0120481927710845,0.0,44.57831325301205,5.4,0
12771,2.3682526136121185,8.384894388734798,6.828087167070218,38.61745252826968,13.1,1
12771,2.3682526136121185,8.384894388734798,6.828087167070218,38.61745252826968,13.1,0
12775,3.95072217502124,4.502973661852167,0.0,35.21665250637213,2.6,0
12776,1.4181349376880104,4.598195100988397,0.0,39.922647185217016,9.2,0
12777,3.8506417736289387,4.900816802800467,1.1709601873536302,42.47374562427071,5.9,0
12778,0.6309148264984227,8.517350157728707,0.0,40.22082018927445,7.1,0
12779,24.582233948988566,12.884784520668427,25.435073627844712,30.914687774846083,31.1,1
12779,24.582233948988566,12.884784520668427,25.435073627844712,30.914687774846083,31.1,0
12780,0.0,8.284883720930232,0.0,44.912790697674424,19.4,1
12780,0.0,8.284883720930232,0.0,44.912790697674424,19.4,0
12781,0.0,3.9145907473309607,0.0,37.01067615658363,17.1,0
12783,7.534246575342466,9.050880626223092,0.0,26.810176125244617,17.0,0
12784,21.052631578947366,0.0,,81.57894736842105,60.5,0
12785,0.0,8.626198083067091,3.7249283667621778,34.185303514377,6.1,0
12786,17.77777777777778,14.222222222222221,0.0,59.55555555555555,30.2,0
12787,0.0,6.147540983606557,0.0,36.0655737704918,7.8,0
12788,6.945358788676762,2.995391705069124,2.6178010471204187,27.024358130348915,15.3,1
12788,6.945358788676762,2.995391705069124,2.6178010471204187,27.024358130348915,15.3,0
12789,6.750849927149101,5.293831957260807,14.120126448893572,42.884895580378824,17.9,0
12790,0.886968387536957,8.23288605867637,2.806499261447563,39.14032294746418,11.2,1
12790,0.886968387536957,8.23288605867637,2.806499261447563,39.14032294746418,11.2,0
12791,0.0,15.420023014959725,7.112970711297072,35.44303797468354,12.7,0
12792,0.881057268722467,14.977973568281937,0.0,37.44493392070485,25.1,0
12801,1.7542643184024407,8.771321592012203,11.210106382978724,44.02302038552212,16.0,1
12801,1.7542643184024407,8.771321592012203,11.210106382978724,44.02302038552212,16.0,0
12803,0.8108752683043168,4.16169806820892,2.0237264480111654,41.41426186501312,7.3,1
12803,0.8108752683043168,4.16169806820892,2.0237264480111654,41.41426186501312,7.3,0
12804,1.9375306870113684,5.317823016202742,1.4279204010329636,40.35955735166371,8.3,1
12804,1.9375306870113684,5.317823016202742,1.4279204010329636,40.35955735166371,8.3,0
12808,0.0,2.756892230576441,0.0,50.877192982456144,0.0,0
12809,0.827178729689808,7.503692762186115,2.091577162238553,40.4135893648449,15.1,0
12810,0.5494505494505495,9.89010989010989,0.0,39.42307692307692,7.1,0
12811,0.0,0.0,0.0,47.05882352941176,0.0,0
12812,0.0,0.0,0.0,48.148148148148145,0.0,0
12814,3.273322422258593,7.6923076923076925,0.0,48.52700490998363,3.5,0
12815,0.9225092250922509,3.2287822878228782,2.832244008714597,41.23616236162362,9.3,0
12816,0.20901068276823037,6.781235485369253,1.3385387618516453,45.819786344635396,12.5,0
12817,0.0,4.910127137220517,3.911111111111111,42.65672950460325,14.6,0
12819,0.9090909090909091,10.606060606060606,5.755395683453238,39.696969696969695,10.9,0
12821,5.204081632653061,2.891156462585034,29.518072289156628,6.700680272108843,4.2,0
12822,1.1125039172673143,4.63804450015669,1.6163035839775124,37.62143528674397,11.9,1
12822,1.1125039172673143,4.63804450015669,1.6163035839775124,37.62143528674397,11.9,0
12823,0.0,9.585492227979273,0.0,37.30569948186528,27.2,0
12824,0.0,5.836909871244635,0.0,42.231759656652365,3.6,0
12827,0.34629728289824185,6.659563132658497,2.898550724637681,37.133724027703785,7.9,0
12828,0.0,7.8520885642547364,2.9934518241347052,40.17347637525679,8.4,1
12828,0.0,7.8520885642547364,2.9934518241347052,40.17347637525679,8.4,0
12831,0.43009519440302785,3.2056428489505677,0.5936379928315412,37.062736552356924,4.4,1
12831,0.43009519440302785,3.2056428489505677,0.5936379928315412,37.062736552356924,4.4,1
12831,0.43009519440302785,3.2056428489505677,0.5936379928315412,37.062736552356924,4.4,0
12832,0.6472491909385114,8.223006766696086,1.4635806671204903,40.23242130038246,14.9,1
12832,0.6472491909385114,8.223006766696086,1.4635806671204903,40.23242130038246,14.9,0
12833,0.8369201339072214,4.925872788139646,3.0040964952207556,39.83739837398374,8.7,1
12833,0.8369201339072214,4.925872788139646,3.0040964952207556,39.83739837398374,8.7,0
12834,0.11134086209638938,8.55734054397964,1.4166130070830651,39.716876093526324,5.7,1
12834,0.11134086209638938,8.55734054397964,1.4166130070830651,39.716876093526324,5.7,0
12835,2.0824102791315906,6.070004430660168,0.48250904704463204,45.45857332742579,8.9,0
12836,0.0,11.570247933884298,2.3890784982935154,45.123966942148755,6.4,0
12837,0.5893909626719057,13.457760314341845,0.0,33.69351669941061,5.4,0
12838,0.7648183556405354,6.118546845124283,2.416918429003021,44.55066921606118,6.3,0
12839,1.1238447319778189,8.961182994454713,4.268481286730591,38.75785582255083,18.1,1
12839,1.1238447319778189,8.961182994454713,4.268481286730591,38.75785582255083,18.1,0
12841,0.0,6.60377358490566,0.0,63.20754716981132,1.9,0
12842,0.10718113612004287,7.07395498392283,1.0810810810810811,28.188638799571276,10.0,0
12843,0.0,11.973392461197339,0.0,39.689578713968956,17.3,0
12844,3.361344537815126,3.361344537815126,0.0,44.537815126050425,16.2,0
12845,1.2275132275132277,6.603174603174604,4.186717998075072,42.43386243386244,10.1,1
12845,1.2275132275132277,6.603174603174604,4.186717998075072,42.43386243386244,10.1,0
12846,0.488848151542927,8.065994500458295,1.872399445214979,37.18301252673388,8.8,1
12846,0.488848151542927,8.065994500458295,1.872399445214979,37.18301252673388,8.8,0
12847,10.352941176470589,0.4705882352941176,2.142857142857143,25.647058823529413,10.9,0
12849,0.0,0.0,0.0,36.9811320754717,0.0,1
12849,0.0,0.0,0.0,36.9811320754717,0.0,0
12850,1.0245265445513816,5.743557901272896,1.3614703880190604,37.56597330021732,13.5,0
12851,0.0,6.607929515418502,0.0,44.49339207048458,15.9,0
12852,1.2658227848101267,6.329113924050633,1.0416666666666665,46.835443037974684,8.5,0
12853,0.0,13.21455085374907,5.764966740576496,40.53452115812918,20.7,0
12855,1.5151515151515151,2.525252525252525,2.127659574468085,50.505050505050505,7.6,0
12856,4.580152671755725,0.0,0.0,37.404580152671755,4.6,0
12857,1.4802631578947367,2.9605263157894735,0.0,34.70394736842105,7.6,0
12858,0.0,0.0,0.0,50.0,28.8,0
12859,1.2658227848101267,5.650994575045208,0.0,40.370705244122966,12.5,0
12860,1.9031141868512111,3.1141868512110724,4.526748971193416,32.35294117647059,35.1,0
12861,0.25940337224383914,6.48508430609598,0.7092198581560284,43.320363164721144,10.8,0
12862,0.0,0.0,,100.0,0.0,0
12863,0.0,5.054151624548736,0.0,40.25270758122744,2.9,0
12864,0.0,0.0,0.0,100.0,27.8,0
12865,1.4592730167153092,9.472008490315734,2.8177113283496262,41.57601485805253,14.0,0
12866,3.0945812295039303,3.890999947946489,2.086889488464292,42.42881682369476,6.4,1
12866,3.0945812295039303,3.890999947946489,2.086889488464292,42.42881682369476,6.4,0
12870,4.118773946360153,6.992337164750957,4.962779156327544,40.61302681992337,4.4,0
12871,3.8361967521769826,8.190162391150858,0.39603960396039606,37.70298893857378,4.6,0
12872,0.0,0.0,0.0,40.909090909090914,11.4,0
12873,0.5586592178770949,4.748603351955307,4.371584699453552,45.11173184357542,5.4,0
12874,0.0,0.0,5.084745762711865,59.11949685534591,0.0,0
12878,0.0,12.150837988826815,0.0,41.06145251396648,9.5,0
12883,0.7443170388251861,7.583987125326896,4.1209995615957915,41.23918728626031,15.5,1
12883,0.7443170388251861,7.583987125326896,4.1209995615957915,41.23918728626031,15.5,0
12884,4.289544235924933,22.25201072386059,0.0,34.048257372654156,20.1,0
12885,1.544912822776429,7.371441182961819,1.330704780680138,42.04369896270139,14.6,1
12885,1.544912822776429,7.371441182961819,1.330704780680138,42.04369896270139,14.6,0
12886,4.62962962962963,0.0,0.0,43.51851851851852,10.6,0
12887,0.2297410192147034,9.126984126984127,4.036520903411821,41.54135338345865,21.0,0
12901,2.5310040543763415,6.5078702599570715,7.649737302977233,39.0949201049368,20.5,1
12901,2.5310040543763415,6.5078702599570715,7.649737302977233,39.0949201049368,20.5,0
12903,0.8832188420019628,0.0,0.7177033492822966,56.23159960745829,3.8,1
12910,1.6964695093993583,2.7051811095827603,0.5681818181818182,29.344337459880787,13.9,0
12911,0.0,0.0,0.0,22.22222222222222,0.0,0
12912,1.4912280701754386,11.228070175438596,2.287581699346405,38.333333333333336,8.4,0
12913,2.461033634126333,3.1173092698933553,1.9230769230769231,42.821985233798195,9.0,0
12914,1.7132551848512172,15.1487826871055,0.0,37.240757439134356,17.4,0
12916,0.40797824116047143,15.185856754306437,5.235042735042735,38.5766092475068,18.9,0
12917,0.7563025210084033,7.73109243697479,3.47682119205298,45.04201680672269,13.3,0
12918,0.5772646536412078,3.685612788632327,0.0,40.5417406749556,7.1,1
12918,0.5772646536412078,3.685612788632327,0.0,40.5417406749556,7.1,0
12919,0.5581089954038083,6.664478003939593,1.41643059490085,41.858174655285616,20.1,0
12920,2.356518434055492,4.979095400988218,5.389797882579403,40.136830102622575,22.2,0
12921,2.7788649706457926,6.731898238747553,7.894736842105263,38.47358121330724,7.2,0
12922,0.0,16.666666666666664,0.0,54.761904761904766,11.9,0
12923,1.0084033613445378,5.714285714285714,0.7407407407407408,41.008403361344534,17.6,0
12924,0.0,6.60377358490566,0.0,47.16981132075472,10.4,0
12926,1.8280632411067192,8.349802371541502,2.0994475138121547,42.58893280632411,10.2,0
12927,0.0,7.009345794392523,0.0,52.336448598130836,14.0,0
12928,1.1296395911780528,9.467455621301776,0.0,40.39806347498655,12.9,0
12929,5.826456614153538,0.7751937984496124,0.0,7.9019754938734685,12.5,0
12930,0.7751937984496124,9.043927648578812,5.3156146179401995,38.63049095607235,14.3,0
12932,0.9796533534287867,3.6925395629238884,1.8032786885245904,40.617935192162776,12.7,0
12933,0.0,0.0,0.0,28.57142857142857,0.0,0
12934,0.48543689320388345,6.601941747572816,1.7094017094017095,36.407766990291265,20.9,0
12935,0.43699927166788055,4.588492352512746,4.356060606060606,40.56809905316825,13.8,0
12936,2.112676056338028,8.450704225352112,11.504424778761061,38.90845070422535,12.0,0
12937,1.7180094786729858,11.729857819905213,4.796511627906977,40.3436018957346,16.4,0
12939,5.241935483870968,3.225806451612903,16.901408450704224,45.96774193548387,14.1,0
12941,0.3250975292587776,2.860858257477243,0.4149377593360996,36.41092327698309,6.8,0
12942,0.11467889908256881,4.2431192660550465,0.0,44.8394495412844,6.5,0
12943,1.7391304347826086,3.91304347826087,7.03125,51.30434782608696,9.6,0
12944,1.199909440796921,6.293864613991397,1.2651265126512652,38.963097124745296,16.5,0
12945,0.0,0.5639097744360901,0.0,43.609022556390975,16.4,0
12946,3.702267881372359,8.296181430509789,6.340508806262231,43.49680170575693,9.6,1
