zipcode,prctForeign,%Uninsured,%vehicle,%foodStamp,%poverty,urban/rural
10918,3.074037834311807,5.348988910632746,1.1980033277870217,31.156229615133725,5.0,1
10918,3.074037834311807,5.348988910632746,1.1980033277870217,31.156229615133725,5.0,1
10918,3.074037834311807,5.348988910632746,1.1980033277870217,31.156229615133725,5.0,0
10919,0.4507888805409466,11.194590533433509,0.0,33.50864012021037,5.0,1
10919,0.4507888805409466,11.194590533433509,0.0,33.50864012021037,5.0,0
10920,5.621268446547257,4.866508955728286,1.3911430558775795,33.2094175960347,6.9,1
10921,2.6970954356846475,3.034232365145228,1.6498137307078233,34.621369294605806,3.4,1
10921,2.6970954356846475,3.034232365145228,1.6498137307078233,34.621369294605806,3.4,0
10922,2.4872448979591835,6.887755102040815,0.0,37.56377551020408,5.8,1
10922,2.4872448979591835,6.887755102040815,0.0,37.56377551020408,5.8,0
10923,12.278308321964529,10.766257389722602,4.40319447442262,30.547976352887673,11.1,1
10924,2.8458320884374064,4.989542874215715,2.869579235853619,34.13504631012847,5.1,1
10924,2.8458320884374064,4.989542874215715,2.869579235853619,34.13504631012847,5.1,1
10924,2.8458320884374064,4.989542874215715,2.869579235853619,34.13504631012847,5.1,1
10924,2.8458320884374064,4.989542874215715,2.869579235853619,34.13504631012847,5.1,0
10925,0.911105639005171,6.9687269145530655,0.7200720072007201,42.99433637035213,8.5,1
10925,0.911105639005171,6.9687269145530655,0.7200720072007201,42.99433637035213,8.5,0
10926,6.82110682110682,9.234234234234235,4.545454545454546,39.44658944658945,8.8,1
10926,6.82110682110682,9.234234234234235,4.545454545454546,39.44658944658945,8.8,0
10927,21.16336633663366,12.054455445544555,10.739406416194889,29.876237623762375,15.3,1
10928,4.4705294705294705,4.395604395604396,3.905903240124279,45.82917082917083,2.9,1
10928,4.4705294705294705,4.395604395604396,3.905903240124279,45.82917082917083,2.9,0
10930,6.386612021857924,6.454918032786885,1.8837583275901677,30.111566484517304,7.9,1
10930,6.386612021857924,6.454918032786885,1.8837583275901677,30.111566484517304,7.9,0
10931,12.73957158962796,12.852311161217585,3.0,35.062006764374296,10.8,1
10931,12.73957158962796,12.852311161217585,3.0,35.062006764374296,10.8,0
10932,0.0,0.0,0.0,22.641509433962266,0.0,1
10932,0.0,0.0,0.0,22.641509433962266,0.0,0
10933,0.0,7.982740021574973,0.0,27.508090614886733,6.4,0
10940,7.74484693255275,8.413627678172135,6.408472826818651,35.91494897751758,14.5,1
10940,7.74484693255275,8.413627678172135,6.408472826818651,35.91494897751758,14.5,1
10940,7.74484693255275,8.413627678172135,6.408472826818651,35.91494897751758,14.5,0
10941,3.730554296933998,6.9777979157227,1.8801047927261518,35.70457634798369,7.8,1
10941,3.730554296933998,6.9777979157227,1.8801047927261518,35.70457634798369,7.8,0
10950,3.130028966849051,3.7717251367878983,14.152187625437238,25.456630189893787,30.2,1
10950,3.130028966849051,3.7717251367878983,14.152187625437238,25.456630189893787,30.2,0
10952,5.423842809444885,7.040426605174028,15.032999266682962,21.76022675410151,33.0,1
10953,0.0,0.0,0.0,41.578947368421055,0.0,1
10953,0.0,0.0,0.0,41.578947368421055,0.0,0
10954,9.360199776112976,4.878153793162835,1.9449509420856124,35.35692758115905,7.4,1
10956,5.618441971383148,3.996820349761526,2.357576971882722,32.206677265500794,4.8,1
10958,3.8128804870233903,3.524511374559436,2.311352821210061,29.541813521307276,3.2,1
10958,3.8128804870233903,3.524511374559436,2.311352821210061,29.541813521307276,3.2,0
10960,7.06518200169304,8.543335286839877,6.400102197240674,40.658982874259294,12.9,1
10962,3.3685719405124526,2.5622648270919193,0.38200339558573854,31.248880129009137,6.9,1
10963,7.318789584799437,4.621158808350927,1.4967259120673526,19.46985690828055,14.0,1
10963,7.318789584799437,4.621158808350927,1.4967259120673526,19.46985690828055,14.0,0
10964,5.92538405267008,5.4133138258961235,0.0,38.11265544989027,7.9,1
10965,4.3501221202719655,6.033401544656413,2.9267628641437518,35.91656214931679,7.2,1
10968,5.246776345042241,5.42463317029791,0.5718954248366013,50.955980435749225,5.1,1
10969,2.138275124732716,10.049893086243763,0.0,35.637918745545264,1.6,0
10970,10.569937583137214,8.4825539752379,3.9575683394532843,37.15338176609025,5.5,1
10970,10.569937583137214,8.4825539752379,3.9575683394532843,37.15338176609025,5.5,0
10973,4.0051679586563305,9.17312661498708,0.4850444624090542,33.0749354005168,4.5,1
10973,4.0051679586563305,9.17312661498708,0.4850444624090542,33.0749354005168,4.5,0
10974,5.112219451371571,5.081047381546135,1.2121212121212122,34.32044887780549,5.8,1
10974,5.112219451371571,5.081047381546135,1.2121212121212122,34.32044887780549,5.8,0
10975,0.0,8.24742268041237,0.0,52.57731958762887,0.0,0
10976,7.410151908114117,3.5198221563542056,0.0,29.084846239347904,17.8,1
10977,18.771616734313557,14.5074938012287,14.950455806579468,24.58345836162921,27.4,1
10979,0.0,0.0,0.0,28.621908127208478,0.0,1
10979,0.0,0.0,0.0,28.621908127208478,0.0,0
10980,6.072729870686576,5.8441094520254335,2.7679205110007095,33.19997142244767,6.8,1
10980,6.072729870686576,5.8441094520254335,2.7679205110007095,33.19997142244767,6.8,0
10983,4.229820232640113,3.137116672541417,1.143984220907298,33.309834332040886,1.6,1
10984,3.1125827814569536,6.4238410596026485,0.0,31.95364238410596,2.7,1
10985,0.0,0.0,0.0,50.0,26.3,0
10986,3.8325471698113205,0.4716981132075472,0.0,33.07783018867924,3.1,1
10986,3.8325471698113205,0.4716981132075472,0.0,33.07783018867924,3.1,0
10987,4.939024390243903,4.176829268292683,0.3309066843150232,40.94512195121951,2.1,0
10988,2.5316455696202533,11.251758087201125,0.0,39.09985935302391,2.8,0
10989,3.5710829381592952,6.11632633310752,0.7819950410070571,33.465595664376266,1.5,1
10990,1.8751905681471694,3.0084358166480336,1.8374164810690423,36.96005691635329,3.8,1
10990,1.8751905681471694,3.0084358166480336,1.8374164810690423,36.96005691635329,3.8,1
10990,1.8751905681471694,3.0084358166480336,1.8374164810690423,36.96005691635329,3.8,0
10992,0.6741328694139394,3.6968576709796674,4.637985309548793,34.27204523214091,4.2,1
10992,0.6741328694139394,3.6968576709796674,4.637985309548793,34.27204523214091,4.2,0
10993,12.770216172938351,9.107285828662931,11.566390041493776,28.78302642113691,10.7,1
10994,3.4500784108729747,3.3063251437532672,1.9157088122605364,34.23941453214846,4.2,1
10996,1.4065335753176045,0.0,0.35778175313059035,12.47731397459165,2.0,1
10996,1.4065335753176045,0.0,0.35778175313059035,12.47731397459165,2.0,0
10998,2.3725212464589234,9.206798866855523,2.8446389496717726,30.842776203966004,5.4,0
11001,5.547920433996383,4.495479204339964,2.896106752694479,33.016274864376136,3.1,1
11003,15.494722955145118,8.942392260334213,4.422583032255256,26.5259454705365,7.0,1
11004,7.254449123760359,5.230267626681157,3.3653846153846154,34.66240999864149,6.8,1
11005,0.0,0.0,2.3728813559322033,72.9491173416407,2.1,1
11010,5.74595541790619,6.862545335995762,1.2580253340274163,31.578303924365297,3.7,1
11020,8.591885441527445,3.341288782816229,1.6039051603905161,29.307875894988065,4.7,1
11021,9.54861111111111,4.973118279569892,7.514519378926159,43.57078853046595,5.2,1
11023,7.9287531806615785,5.770992366412213,4.730913642052566,29.669211195928753,6.1,1
11024,8.934531450577664,5.057766367137355,1.3296965564268668,26.50834403080873,6.5,1
11024,8.934531450577664,5.057766367137355,1.3296965564268668,26.50834403080873,6.5,0
11030,2.4827117106903978,2.5734043759210974,1.6815839435855708,34.83165174016551,4.2,1
11040,8.619898020830815,4.14199753510065,1.4201124046567644,30.777409922428166,3.3,1
11042,0.0,0.0,,0.0,-666666666.0,1
11050,10.830870279146142,6.190476190476191,5.214502383359815,35.858784893267654,4.3,1
11050,10.830870279146142,6.190476190476191,5.214502383359815,35.858784893267654,4.3,0
11096,17.9716919880535,16.179716919880534,12.07897793263647,31.710167510712893,22.5,1
11101,21.05640445199019,10.907375966798718,59.268381021369066,45.40275419732126,21.0,1
11102,19.11111111111111,14.447407407407406,55.78399269955446,41.108148148148146,17.9,1
11103,19.214636782378218,15.949152106224751,57.98642631738209,42.35608965286534,14.1,1
11104,26.06313692437361,17.408627691364646,56.429813997056065,44.05792659566317,14.1,1
11105,14.312143067807062,11.360163015792155,42.26024483622442,41.28482183553637,11.0,1
11106,19.972595092491563,12.794031820142607,58.52098971365026,43.72605242457307,17.5,1
11109,28.585817888799355,10.515713134568896,55.39691604797259,55.116841257050766,8.1,1
11201,10.337823213066716,6.813073375401675,62.71612602824771,43.79380962687934,14.8,1
11203,17.858271865121182,11.12618545837724,36.87611881428442,36.19467860906217,18.0,1
11204,19.76881964402763,9.544698230222357,35.742718139887536,30.63959058135431,24.5,1
