,TeenBirthRate,ZipCode,TotalBirths2012-2014,PrematureBirth,LowBirthWeight
694,10.2,13027,930.0,8.3,5.8
695,17.5,13029,229.0,9.6,5.7
696,5.4,13031,417.0,10.1,4.8
697,6.4,13039,462.0,8.2,5.4
698,10.7,13041,385.0,8.8,6.0
699,17.3,13057,401.0,9.2,4.7
700,22.4,13060,88.0,4.5,1.1
701,9.4,13063,62.0,4.8,6.5
702,5.0,13066,284.0,12.3,7.0
703,7.4,13078,233.0,9.4,6.9
704,16.1,13080,77.0,15.6,13.0
705,13.8,13084,148.0,6.1,8.8
706,14.4,13088,665.0,9.8,6.8
707,13.2,13090,1056.0,8.1,6.0
708,4.5,13104,356.0,6.2,3.7
709,0.0,13108,127.0,5.5,3.1
710,15.7,13110,47.0,6.4,6.4
711,22.2,13112,55.0,5.5,0.0
712,9.7,13116,132.0,4.5,7.6
713,64.7,13120,118.0,10.2,5.9
714,4.8,13152,134.0,8.2,6.0
715,6.9,13159,113.0,10.6,9.7
716,0.0,13164,119.0,7.6,3.4
717,98.9,13202,341.0,14.1,10.9
718,50.8,13203,770.0,10.1,9.6
719,84.4,13204,1137.0,12.0,10.0
720,65.4,13205,966.0,12.3,11.0
721,38.9,13206,665.0,13.2,10.2
722,48.1,13207,623.0,13.0,11.7
723,54.0,13208,1271.0,13.1,9.9
724,15.7,13209,433.0,9.9,6.7
725,5.0,13210,588.0,8.2,7.1
726,41.0,13211,263.0,13.3,6.5
727,20.5,13212,660.0,9.4,5.9
728,2.9,13214,242.0,12.0,8.3
729,2.6,13215,306.0,6.2,3.9
730,11.5,13219,507.0,10.8,6.3
731,34.6,13224,294.0,10.2,7.1
733,14.2,14424,742.0,10.1,8.0
734,13.8,14425,425.0,7.1,3.5
735,28.6,14432,168.0,16.1,8.9
736,18.6,14456,670.0,10.8,8.1
737,15.9,14466,46.0,13.0,8.7
738,11.6,14469,150.0,6.0,4.0
739,24.2,14471,65.0,13.8,4.6
740,19.6,14504,53.0,13.2,9.4
741,11.0,14512,91.0,12.1,3.3
742,13.0,14532,141.0,12.1,5.0
743,12.1,14548,116.0,12.1,9.5
744,14.7,14561,105.0,4.8,7.6
745,4.4,14564,353.0,7.6,5.9
747,2.0,10916,91.0,12.1,7.7
748,4.3,10917,67.0,12.1,4.5
749,4.8,10918,291.0,10.7,7.9
750,8.5,10919,31.0,9.7,6.5
751,13.3,10921,112.0,16.1,8.9
752,4.8,10924,305.0,9.5,5.6
753,2.3,10925,117.0,8.5,8.5
754,12.0,10926,117.0,11.1,12.8
755,13.3,10928,200.0,9.5,6.0
756,5.6,10930,214.0,9.8,7.5
757,26.1,10940,1919.0,12.9,9.1
758,11.0,10941,421.0,12.9,9.7
759,22.0,10950,4006.0,6.1,4.7
760,14.6,10958,87.0,10.3,10.3
761,13.9,10963,83.0,15.7,8.4
762,11.5,10969,35.0,11.4,2.9
763,13.9,10973,63.0,11.1,9.5
764,0.0,10987,50.0,4.1,10.0
765,2.2,10990,412.0,9.0,6.3
766,0.9,10992,220.0,10.5,5.9
767,3.5,10996,273.0,3.7,2.2
768,4.1,10998,93.0,18.3,10.8
769,1.4,12518,131.0,6.9,5.3
770,0.0,12520,71.0,12.7,8.5
771,19.4,12543,81.0,8.6,4.9
772,5.1,12549,269.0,8.2,6.7
773,27.9,12550,2300.0,12.5,9.3
774,12.2,12553,793.0,10.6,7.3
775,3.5,12575,55.0,9.1,9.1
776,3.9,12577,48.0,12.5,10.4
777,18.3,12586,435.0,7.6,7.8
778,31.1,12729,92.0,15.2,8.7
779,16.7,12746,26.0,19.2,7.7
780,29.5,12771,533.0,11.8,8.8
781,32.0,12780,57.0,5.3,7.0
783,42.5,14098,106.0,13.5,12.3
784,32.2,14103,340.0,7.4,6.5
785,33.7,14411,418.0,9.1,6.9
786,21.4,14470,223.0,12.6,8.5
787,18.0,14476,62.0,4.8,3.2
788,10.3,14477,39.0,12.8,7.7
789,0.0,14571,27.0,18.5,11.1
791,18.0,13028,39.0,12.8,7.7
792,21.6,13036,247.0,8.9,8.1
793,15.2,13042,62.0,8.1,9.7
794,4.4,13044,63.0,4.8,3.2
795,43.5,13069,977.0,10.4,7.7
796,35.3,13074,144.0,13.2,12.5
797,44.9,13076,68.0,10.3,4.4
798,14.3,13083,69.0,9.0,7.2
799,,13103,17.0,17.6,5.9
800,23.7,13114,214.0,12.2,8.9
801,14.8,13126,1054.0,8.7,6.5
802,25.3,13131,119.0,12.7,6.7
803,15.4,13132,107.0,9.3,7.5
804,18.3,13135,240.0,11.3,9.6
805,30.3,13142,204.0,12.4,5.9
806,85.5,13144,80.0,8.3,5.0
807,5.7,13145,67.0,4.5,4.5
808,22.4,13167,83.0,12.0,12.0
809,44.1,13302,78.0,12.8,5.1
810,,13437,11.0,0.0,0.0
811,30.7,13493,69.0,16.1,7.2
813,21.7,12116,64.0,7.8,4.7
814,11.7,12155,38.0,15.8,5.3
815,13.7,12197,53.0,0.0,5.7
816,40.7,13315,43.0,2.4,0.0
817,11.1,13320,50.0,16.0,4.0
818,6.6,13326,118.0,10.2,11.9
819,23.0,13335,66.0,3.1,1.5
820,,13337,14.0,14.3,7.1
821,30.3,13348,46.0,19.6,17.4
822,40.3,13439,134.0,8.2,6.7
823,,13468,13.0,0.0,0.0
824,,13488,12.0,25.0,25.0
825,,13776,13.0,0.0,23.1
826,0.0,13796,44.0,4.7,2.3
827,0.0,13807,40.0,15.0,7.5
828,6.0,13808,46.0,17.4,13.0
829,8.5,13810,21.0,4.8,9.5
830,3.3,13820,437.0,9.4,5.9
831,13.3,13825,113.0,13.3,6.2
832,14.3,13849,124.0,9.7,8.1
833,,13861,16.0,6.3,0.0
835,6.3,10509,552.0,11.9,7.2
836,4.3,10512,647.0,14.4,9.0
837,0.0,10516,115.0,12.3,7.8
838,0.0,10524,80.0,6.3,7.5
839,30.3,10537,64.0,4.8,3.1
840,4.1,10541,611.0,13.4,10.1
841,2.2,10579,226.0,7.6,5.3
842,1.4,12563,162.0,10.1,11.7
844,7.1,11004,457.0,14.0,11.4
845,20.4,11101,1276.0,10.9,9.0
846,30.8,11102,1319.0,9.8,8.2
847,10.9,11103,1224.0,9.0,6.2
848,10.1,11104,1032.0,9.3,6.0
849,2.1,11105,1221.0,8.9,6.6
850,21.3,11106,1462.0,11.1,7.7
851,,11109,436.0,10.1,7.6
852,11.3,11354,2036.0,6.7,5.2
853,11.4,11355,4300.0,6.4,5.2
854,9.8,11356,1063.0,8.3,5.8
855,2.7,11357,1200.0,9.4,7.0
856,5.9,11358,1251.0,9.7,7.0
857,2.8,11360,544.0,8.1,8.5
858,4.2,11361,840.0,9.5,7.1
859,1.5,11362,464.0,9.1,6.5
860,1.6,11363,171.0,8.8,8.2
861,2.6,11364,969.0,7.5,6.9
862,7.1,11365,1633.0,8.1,6.7
863,3.4,11366,491.0,7.9,4.9
864,9.7,11367,2476.0,7.9,6.6
865,44.0,11368,6510.0,10.9,6.7
866,28.2,11369,1591.0,10.1,7.4
867,14.5,11370,1103.0,9.3,7.6
868,24.2,11372,2854.0,9.5,6.9
869,18.9,11373,4554.0,10.7,7.3
870,5.5,11374,1828.0,8.2,6.7
871,6.1,11375,2924.0,7.8,6.4
872,18.8,11377,3524.0,10.0,7.4
873,12.3,11378,1305.0,9.8,5.1
874,5.5,11379,1079.0,7.8,5.3
875,25.6,11385,4245.0,10.2,7.3
876,11.3,11411,584.0,15.6,12.0
877,18.1,11412,1206.0,13.4,11.9
878,16.2,11413,1283.0,12.7,11.3
879,8.9,11414,731.0,11.4,7.1
880,10.7,11415,838.0,11.1,7.2
881,16.8,11416,1139.0,11.6,9.6
882,18.5,11417,1088.0,10.9,8.3
883,19.6,11418,1599.0,11.7,9.9
884,20.0,11419,1742.0,12.7,11.4
885,14.0,11420,1632.0,12.5,12.4
886,22.2,11421,1597.0,8.2,6.2
887,13.5,11422,1082.0,14.3,11.6
888,13.6,11423,1122.0,12.0,9.6
889,3.1,11426,576.0,11.0,12.5
890,7.5,11427,757.0,13.6,13.2
891,11.0,11428,661.0,15.5,13.2
892,10.5,11429,880.0,13.2,11.4
893,12.9,11432,2654.0,11.6,10.1
894,29.2,11433,1521.0,15.0,13.3
895,21.0,11434,2264.0,14.3,11.1
896,23.7,11435,2602.0,11.3,9.6
897,17.2,11436,733.0,13.9,9.8
898,26.7,11691,3128.0,11.3,8.2
899,21.5,11692,830.0,13.9,11.6
900,22.2,11693,428.0,12.3,7.5
901,4.3,11694,510.0,10.6,7.3
902,3.2,11697,90.0,12.4,8.9
904,5.1,12018,185.0,10.3,5.4
905,53.8,12022,29.0,13.8,6.9
906,7.4,12028,12.0,16.7,16.7
907,7.0,12033,196.0,8.2,6.1
908,8.3,12052,39.0,12.8,7.7
909,7.9,12061,252.0,9.1,6.0
910,15.6,12062,46.0,6.5,4.3
911,6.1,12090,93.0,20.4,12.9
912,23.5,12094,84.0,7.1,7.1
913,9.5,12121,39.0,10.3,2.6
914,21.8,12123,170.0,7.6,7.1
915,3.5,12138,44.0,9.1,4.5
916,11.7,12140,42.0,2.4,2.4
917,13.4,12144,672.0,11.6,8.8
918,11.1,12153,34.0,20.6,14.7
919,3.3,12154,70.0,8.6,7.1
920,22.2,12156,21.0,9.5,4.8
921,25.3,12168,40.0,7.7,10.0
922,,12169,10.0,10.0,0.0
923,24.4,12180,1973.0,11.3,7.7
924,25.5,12182,480.0,12.3,9.4
925,8.4,12185,42.0,7.1,7.1
926,9.9,12196,68.0,10.3,4.4
927,7.8,12198,220.0,14.6,12.7
929,21.1,10301,1518.0,11.4,9.0
930,39.3,10302,867.0,16.7,10.4
931,25.6,10303,1086.0,13.3,10.4
932,21.5,10304,1710.0,11.6,9.5
933,10.5,10305,1455.0,8.5,6.5
934,7.6,10306,1585.0,10.1,6.0
935,1.9,10307,379.0,8.7,6.9
936,2.8,10308,763.0,10.6,7.6
937,4.7,10309,986.0,10.0,7.9
938,26.0,10310,1068.0,12.1,9.0
939,2.6,10312,1764.0,10.2,6.4
940,6.2,10314,2691.0,10.9,7.3
942,3.4,10901,558.0,9.0,5.7
943,1.0,10913,84.0,9.5,7.1
944,3.1,10920,202.0,9.5,6.4
945,9.5,10923,327.0,6.7,7.6
946,38.0,10927,553.0,9.0,6.5
947,9.8,10931,20.0,20.0,5.0
948,18.5,10952,4173.0,4.2,3.7
949,5.1,10954,706.0,9.7,7.5
950,2.4,10956,604.0,9.1,6.8
951,8.2,10960,426.0,8.2,5.6
952,1.0,10962,105.0,9.5,7.6
953,6.3,10964,22.0,10.0,13.6
954,0.6,10965,317.0,8.5,6.0
955,6.8,10968,50.0,4.0,6.0
956,11.0,10970,355.0,8.2,7.3
957,2.8,10974,64.0,7.8,6.3
958,3.9,10976,30.0,3.3,0.0
959,27.0,10977,4709.0,7.8,5.6
960,5.7,10980,331.0,11.2,7.6
961,1.7,10983,122.0,7.4,9.0
962,0.0,10984,64.0,12.5,4.7
963,0.0,10986,40.0,15.4,2.5
964,1.3,10989,218.0,16.7,9.6
965,12.6,10993,161.0,9.9,5.6
966,1.3,10994,141.0,12.2,12.8
968,,12965,24.0,4.3,0.0
969,25.2,12967,61.0,7.3,6.6
970,32.5,13613,93.0,10.9,9.7
971,,13614,15.0,14.3,13.3
972,4.4,13617,236.0,8.1,4.7
973,,13621,20.0,25.0,5.0
974,6.4,13625,50.0,8.0,10.0
975,16.9,13630,68.0,13.5,4.4
976,,13633,14.0,0.0,0.0
977,43.5,13635,38.0,21.1,7.9
978,40.8,13642,437.0,8.9,4.8
979,35.1,13646,70.0,12.9,10.0
980,33.3,13652,68.0,9.0,2.9
981,7.4,13654,141.0,13.0,7.1
982,26.7,13658,94.0,9.5,6.4
983,16.9,13660,74.0,9.5,8.1
984,35.5,13662,544.0,9.9,6.3
985,,13666,15.0,13.3,6.7
986,31.9,13667,132.0,12.4,9.1
987,15.6,13668,113.0,9.3,6.2
988,29.4,13669,501.0,11.5,8.2
989,,13672,18.0,11.1,11.1
990,3.1,13676,359.0,5.8,5.8
991,13.6,13680,66.0,16.4,4.5
992,43.9,13681,43.0,10.8,9.3
993,27.8,13684,32.0,6.3,0.0
994,,13690,21.0,0.0,4.8
995,0.0,13694,46.0,6.5,2.2
996,24.2,13697,79.0,6.4,5.1
998,2.0,12019,379.0,8.7,4.5
999,13.4,12020,1054.0,9.9,6.8
1000,4.9,12027,88.0,11.4,6.8
1001,3.7,12065,1291.0,9.8,7.7
1002,7.9,12074,75.0,10.7,8.0
1003,15.5,12118,553.0,7.4,5.4
1004,0.0,12148,140.0,7.1,5.0
1005,,12151,20.0,0.0,0.0
1006,18.5,12170,113.0,8.0,2.7
1007,16.0,12188,379.0,11.1,8.2
1008,17.9,12803,341.0,5.0,3.5
1009,24.2,12822,202.0,10.4,8.9
1010,7.2,12831,435.0,7.6,6.2
1011,12.8,12833,120.0,7.5,4.2
1012,25.6,12835,67.0,10.4,6.0
1013,31.0,12850,91.0,8.8,4.4
1014,18.8,12859,66.0,4.5,3.0
1015,,12863,41.0,14.6,9.8
1016,7.2,12866,1002.0,8.5,5.9
1017,15.2,12871,189.0,9.5,4.2
1019,,12008,12.0,16.7,16.7
1020,8.7,12053,115.0,10.4,7.8
1021,4.1,12056,49.0,10.2,4.1
1022,21.7,12137,37.0,13.5,5.4
1023,,12150,16.0,6.3,12.5
1024,9.6,12302,734.0,8.2,5.3
1025,28.5,12303,1007.0,11.5,7.7
1026,38.7,12304,842.0,9.3,6.8
1027,9.4,12305,173.0,16.2,13.3
1028,23.1,12306,812.0,9.6,8.0
1029,74.9,12307,521.0,13.6,12.9
1030,44.5,12308,678.0,11.7,8.4
1031,3.9,12309,848.0,10.3,6.4
1033,,12035,34.0,2.9,8.8
1034,5.0,12043,183.0,9.3,6.6
1035,4.9,12066,60.0,8.3,6.7
1036,0.0,12076,23.0,0.0,4.3
1037,9.0,12092,29.0,3.4,3.4
1038,13.9,12093,34.0,5.9,8.8
1039,12.3,12122,91.0,11.1,7.7
1040,11.8,12149,79.0,8.9,3.8
1041,10.5,12157,105.0,4.8,4.8
1042,0.0,12160,18.0,11.1,0.0
1043,,12175,24.0,0.0,0.0
1044,,12187,20.0,0.0,10.0
1045,,12194,10.0,20.0,10.0
1046,33.8,13459,49.0,6.1,12.2
1048,24.4,14805,36.0,2.8,2.8
1049,32.4,14812,113.0,11.5,6.2
1050,50.5,14815,24.0,12.5,12.5
1051,31.4,14818,50.0,12.0,10.0
1052,,14824,32.0,9.4,9.4
1053,,14841,22.0,13.6,9.1
1054,24.5,14865,76.0,1.3,1.3
1055,27.8,14869,44.0,20.5,13.6
1056,20.8,14878,24.0,12.5,8.3
1057,14.7,14891,106.0,15.2,8.5
1059,23.9,13148,334.0,9.6,7.2
1060,18.7,13165,388.0,11.6,8.5
1061,16.7,14521,121.0,8.3,6.6
1062,6.9,14541,97.0,7.2,3.1
1063,5.2,14847,80.0,11.3,5.0
1064,39.2,14860,39.0,15.4,5.1
1066,22.2,14572,147.0,7.5,6.1
1067,30.3,14801,239.0,15.5,9.6
1068,30.6,14807,79.0,3.8,3.8
1069,,14808,18.0,5.6,5.6
1070,28.3,14809,99.0,10.1,10.1
1071,39.8,14810,372.0,10.2,7.3
1072,,14819,30.0,16.7,10.0
1073,,14820,23.0,13.0,0.0
1074,29.4,14821,92.0,14.1,8.7
1075,22.4,14823,138.0,12.3,9.4
1076,12.8,14826,47.0,12.8,6.4
1077,22.6,14830,670.0,11.9,6.7
1078,,14839,32.0,9.4,3.1
1079,20.8,14840,52.0,7.7,11.5
1080,33.3,14843,453.0,7.7,6.0
1081,16.7,14855,64.0,7.8,0.0
1082,42.3,14858,66.0,9.1,6.1
1083,23.3,14870,297.0,10.8,5.7
1084,31.1,14873,78.0,10.3,6.4
1085,,14877,16.0,6.3,12.5
1086,36.0,14879,93.0,9.7,6.5
1087,32.3,14885,34.0,8.8,8.8
1088,16.9,14898,68.0,5.9,7.4
1090,29.7,11701,1129.0,15.2,10.8
1091,6.0,11702,416.0,12.0,6.3
1092,5.9,11703,523.0,15.1,9.0
1093,12.0,11704,1308.0,14.4,8.8
1094,4.6,11705,195.0,11.3,7.2
1095,20.6,11706,2571.0,13.3,8.4
1096,31.6,11713,464.0,15.1,7.1
1097,4.3,11715,132.0,9.1,6.1
1098,6.1,11716,264.0,10.6,9.5
1099,42.0,11717,3328.0,13.3,7.8
1100,3.0,11718,90.0,7.8,2.2
1101,3.5,11719,78.0,7.7,3.8
1102,4.8,11720,793.0,11.7,7.6
1103,1.4,11721,111.0,6.3,3.6
1104,39.3,11722,1885.0,12.8,8.5
1105,0.0,11724,66.0,12.1,7.6
1106,1.3,11725,695.0,10.5,7.2
1107,35.8,11726,927.0,16.0,8.8
1108,11.9,11727,1020.0,13.2,8.1
1109,10.4,11729,852.0,12.5,7.2
1110,2.9,11730,390.0,13.6,9.2
1111,3.8,11731,713.0,6.6,4.3
1112,2.4,11733,315.0,11.4,7.6
1113,8.6,11738,523.0,11.7,5.5
1114,2.0,11740,206.0,5.3,4.4
1115,2.5,11741,792.0,12.2,7.3
1116,2.1,11742,398.0,10.1,6.5
1117,3.8,11743,1049.0,9.5,6.6
1118,13.4,11746,2260.0,10.0,6.9
1119,2.1,11747,382.0,11.5,7.1
1120,17.7,11749,106.0,12.3,13.2
1121,4.4,11751,412.0,10.4,7.0
1122,4.7,11752,273.0,14.7,8.8
1123,3.1,11754,444.0,8.6,7.9
1124,0.8,11755,309.0,12.9,8.1
1125,7.7,11757,1328.0,12.5,6.6
1126,9.1,11763,914.0,12.6,7.4
1127,2.8,11764,321.0,15.0,10.6
1128,0.7,11766,261.0,11.5,5.7
1129,2.0,11767,386.0,11.7,9.8
1130,0.9,11768,399.0,8.0,4.3
1131,1.8,11769,175.0,9.2,5.7
1132,17.9,11772,1612.0,11.2,7.7
1133,9.6,11776,847.0,10.7,5.7
1134,4.7,11777,210.0,8.6,6.7
1135,5.7,11778,402.0,8.7,5.5
1136,7.2,11779,1194.0,12.9,9.0
1137,1.7,11780,303.0,12.9,9.2
1138,1.9,11782,370.0,12.2,6.8
1139,9.2,11784,862.0,13.0,7.8
1140,2.9,11786,140.0,10.7,10.0
1141,1.6,11787,810.0,11.4,7.8
1142,1.7,11788,395.0,9.4,7.3
1143,2.5,11789,254.0,10.2,6.7
1144,0.3,11790,284.0,10.9,6.7
1145,4.5,11792,193.0,7.8,4.1
1146,1.8,11795,636.0,10.2,6.4
1147,5.5,11796,79.0,12.7,7.6
1148,42.3,11798,909.0,18.3,11.8
1149,29.5,11901,1142.0,12.2,7.5
1150,27.5,11933,161.0,6.2,5.0
1151,12.8,11934,243.0,10.3,7.0
1152,6.7,11935,53.0,13.2,5.7
1153,20.9,11937,592.0,8.4,5.1
1154,,11939,11.0,27.3,0.0
1155,0.0,11940,120.0,7.5,5.0
1156,8.5,11941,101.0,6.9,4.0
1157,5.8,11942,139.0,10.1,3.6
1158,30.6,11944,156.0,15.4,6.4
1159,12.2,11946,484.0,10.7,6.2
1160,27.0,11948,24.0,8.3,4.2
1161,2.9,11949,323.0,12.1,7.1
1162,16.0,11950,644.0,13.5,10.1
1163,23.6,11951,531.0,12.6,9.8
1164,2.1,11952,106.0,12.3,6.6
1165,18.4,11953,450.0,12.4,8.9
1166,10.3,11954,96.0,10.4,4.2
1167,10.1,11955,119.0,14.4,9.2
1168,,11958,18.0,16.7,11.1
1169,17.3,11961,338.0,11.8,6.2
1170,8.3,11963,219.0,9.6,6.8
1171,0.0,11964,36.0,8.3,8.3
1172,,11965,11.0,9.1,0.0
1173,19.3,11967,970.0,12.5,8.0
1174,6.7,11968,373.0,11.0,7.5
1175,6.1,11971,115.0,11.3,7.0
1176,0.0,11976,34.0,8.8,11.8
1177,9.0,11977,52.0,15.4,11.5
1178,19.4,11978,116.0,12.9,5.2
1179,21.6,11980,126.0,12.0,8.7
1181,45.4,12701,482.0,18.7,14.3
1182,0.0,12719,32.0,21.9,6.3
1183,23.5,12721,224.0,7.6,4.9
1184,0.0,12723,37.0,8.3,13.5
1185,,12726,31.0,12.9,9.7
1186,0.0,12733,101.0,5.0,0.0
1187,33.3,12734,23.0,8.7,8.7
1188,5.3,12737,49.0,16.7,10.2
1189,4.8,12740,34.0,8.8,5.9
1190,,12741,10.0,0.0,0.0
1191,12.1,12747,47.0,8.5,8.5
1192,11.9,12748,61.0,13.1,16.4
1193,,12751,93.0,9.7,2.2
1194,,12752,11.0,0.0,9.1
1195,29.0,12754,265.0,9.8,6.4
1196,23.3,12758,114.0,12.4,7.0
1197,,12759,96.0,10.4,8.3
1198,,12762,13.0,15.4,15.4
1199,,12763,24.0,0.0,8.3
1200,14.2,12764,37.0,18.9,16.2
1201,,12765,16.0,25.0,12.5
1202,,12766,12.0,8.3,0.0
1203,,12768,25.0,24.0,12.0
1204,13.9,12775,70.0,14.3,8.6
1205,9.4,12776,44.0,15.9,11.4
1206,30.0,12779,142.0,16.2,10.6
1207,18.0,12783,51.0,15.7,15.7
1208,,12786,22.0,4.5,0.0
1209,34.5,12788,75.0,8.0,10.7
1210,42.3,12789,76.0,14.5,7.9
1211,4.2,12790,132.0,11.4,4.5
1212,,12791,24.0,0.0,8.3
1214,11.9,13732,219.0,8.3,9.6
1215,36.1,13734,66.0,6.2,3.0
1216,57.6,13736,72.0,13.9,15.3
1217,23.3,13743,140.0,10.1,7.1
1218,23.4,13811,128.0,16.4,11.7
1219,29.5,13812,70.0,2.9,2.9
1220,17.9,13827,312.0,9.7,7.4
1221,39.7,13835,57.0,12.3,5.3
1222,32.3,13864,36.0,0.0,0.0
1223,27.0,14859,29.0,6.9,3.4
1224,20.7,14883,116.0,15.7,8.6
1225,26.9,14892,277.0,7.7,9.0
1227,2.9,13053,121.0,9.1,6.6
1228,18.6,13068,183.0,14.2,8.2
1229,17.1,13073,216.0,7.9,7.4
1230,21.9,14817,91.0,7.7,4.4
1231,3.9,14850,1564.0,9.3,6.1
1232,27.5,14867,207.0,13.5,8.7
1233,7.0,14882,108.0,13.0,6.5
1234,18.3,14886,158.0,7.6,5.7
1236,28.3,12401,1253.0,10.5,7.3
1237,11.8,12404,89.0,3.4,5.6
1238,,12409,12.0,16.7,8.3
1239,,12412,10.0,40.0,0.0
1240,,12419,14.0,7.1,7.1
1241,16.4,12428,208.0,12.0,5.8
1242,0.0,12440,18.0,0.0,0.0
1243,5.9,12443,87.0,13.8,8.0
1244,17.3,12446,163.0,14.1,8.6
1245,16.1,12449,84.0,6.0,4.8
1246,,12456,14.0,14.3,7.1
1247,,12457,15.0,6.7,13.3
1248,8.9,12458,49.0,8.2,2.0
1249,0.0,12461,28.0,7.1,10.7
1250,,12464,18.0,5.6,0.0
1251,12.7,12466,83.0,9.6,10.8
1252,11.7,12472,47.0,8.5,4.3
1253,8.7,12477,532.0,9.8,6.4
1254,,12480,13.0,7.7,0.0
1255,8.3,12481,25.0,12.0,8.0
1256,0.0,12484,55.0,18.5,12.7
1257,9.5,12486,39.0,10.3,2.6
1258,3.0,12487,113.0,6.2,7.1
1259,13.6,12491,31.0,3.2,3.2
1260,0.0,12498,69.0,5.8,2.9
1261,0.0,12515,34.0,0.0,0.0
1262,2.9,12525,84.0,17.9,7.1
1263,10.4,12528,420.0,8.8,6.0
1264,22.0,12542,168.0,15.5,12.5
1265,3.5,12547,73.0,2.7,9.6
1266,22.7,12548,39.0,7.7,5.1
1267,1.8,12561,298.0,8.4,5.0
1268,11.7,12566,288.0,10.4,6.9
1269,11.5,12589,366.0,8.2,5.7
1271,33.7,12801,532.0,12.2,6.8
1272,9.2,12804,657.0,9.0,5.6
1273,,12810,17.0,0.0,0.0
1274,8.1,12814,18.0,0.0,0.0
1275,,12815,30.0,10.0,10.0
1276,10.1,12817,59.0,5.1,6.8
1277,,12836,10.0,10.0,0.0
1278,55.6,12843,34.0,5.9,14.7
1279,2.2,12845,97.0,9.3,4.1
1280,9.4,12846,79.0,1.3,6.3
1281,0.0,12853,29.0,6.9,6.9
1282,,12860,24.0,8.3,0.0
1283,30.5,12885,138.0,8.7,6.5
1285,19.0,12057,31.0,6.5,3.2
1286,21.6,12809,87.0,20.7,12.6
1287,12.6,12816,74.0,9.6,5.4
1288,20.8,12827,122.0,17.2,6.6
1289,16.7,12828,205.0,11.7,9.3
1290,32.9,12832,161.0,7.5,3.7
1291,10.0,12834,159.0,15.7,7.5
1292,44.4,12837,25.0,16.0,4.0
1293,,12838,18.0,0.0,0.0
1294,26.9,12839,504.0,11.1,7.1
1295,,12849,11.0,9.1,9.1
1296,,12861,15.0,20.0,6.7
1297,25.2,12865,71.0,14.1,8.5
1298,22.5,12887,140.0,12.9,10.0
1300,45.6,13143,97.0,9.3,5.2
1301,38.8,13146,82.0,14.6,12.2
1302,32.5,14433,218.0,6.0,7.3
1303,32.4,14489,271.0,13.7,8.1
1304,3.5,14502,339.0,10.4,6.8
1305,3.5,14505,160.0,10.0,8.8
1306,24.7,14513,441.0,9.3,6.3
1307,32.4,14516,69.0,15.9,13.0
1308,8.6,14519,304.0,9.5,5.3
1309,13.6,14522,259.0,10.0,7.7
1310,34.4,14551,163.0,13.5,7.4
1311,,14555,18.0,11.1,5.6
1312,12.5,14568,184.0,8.7,6.0
1313,23.0,14589,222.0,11.3,5.9
1314,27.1,14590,150.0,8.7,4.0
1316,0.0,10501,26.0,11.5,7.7
1317,0.0,10502,113.0,5.4,6.2
1318,0.0,10504,143.0,6.7,7.7
1319,,10505,14.0,7.7,7.1
1320,0.0,10506,118.0,9.9,5.1
1321,7.0,10507,258.0,7.8,5.4
1322,0.0,10510,201.0,11.7,7.5
1323,6.6,10511,64.0,9.4,7.8
1324,0.0,10514,222.0,11.2,10.4
1325,0.0,10518,26.0,19.2,15.4
1326,0.0,10520,304.0,11.2,6.6
1327,2.1,10522,258.0,13.7,7.0
1328,7.9,10523,392.0,10.1,7.7
1329,0.0,10526,31.0,6.9,6.5
1330,18.5,10527,20.0,25.0,15.0
1331,1.6,10528,355.0,8.4,5.4
1332,1.3,10530,417.0,13.7,9.8
1333,0.0,10532,131.0,4.7,3.8
1334,0.0,10533,183.0,12.7,9.3
1335,,10535,17.0,17.6,11.8
1336,0.8,10536,205.0,7.9,5.4
1337,0.0,10538,528.0,8.7,4.7
1338,5.7,10543,660.0,10.6,7.9
1339,0.0,10546,18.0,16.7,11.1
1340,4.2,10547,221.0,13.6,9.5
1341,12.2,10548,146.0,9.6,8.2
1342,6.9,10549,594.0,10.9,6.6
1343,27.2,10550,1661.0,15.0,10.8
1344,4.0,10552,707.0,11.6,7.5
1345,17.9,10553,341.0,12.7,10.9
1346,0.0,10560,97.0,3.1,2.1
1347,17.3,10562,1265.0,11.1,7.4
1348,34.5,10566,1088.0,10.5,8.3
1349,3.3,10567,443.0,11.8,7.7
1350,1.1,10570,311.0,12.2,8.7
1351,17.4,10573,1492.0,10.7,5.8
1352,0.0,10576,79.0,8.6,7.6
1353,0.0,10577,53.0,12.5,5.7
1354,0.0,10578,17.0,0.0,0.0
1355,0.0,10580,410.0,8.9,4.1
1356,0.2,10583,866.0,9.8,5.7
1357,3.7,10588,49.0,10.2,8.2
1358,0.0,10589,129.0,13.4,9.3
1359,0.0,10590,111.0,5.3,3.6
1360,11.0,10591,810.0,9.9,9.0
1361,1.8,10594,129.0,9.4,6.2
1362,1.6,10595,159.0,9.6,8.2
1363,0.0,10597,17.0,12.5,5.9
1364,1.6,10598,635.0,10.2,8.2
1365,25.3,10601,504.0,12.7,7.7
1366,14.8,10603,630.0,13.4,8.7
1367,4.3,10604,379.0,13.9,11.6
1368,3.9,10605,605.0,14.9,7.9
1369,23.4,10606,721.0,13.5,6.2
1370,7.0,10607,242.0,10.3,6.2
1371,34.8,10701,3061.0,13.3,9.2
