,insured,zipcode,uninsured,totalPop,%Insured,%Uninsured,vehicle_none,vehicle_totalpop,%vehicle,foodStamp,%foodstamp,poverty,%poverty,citizen_pop,foreign_pop,%Foreign,urban/rural
762,26634,12010,1690,28787,92.52092958627158,5.870705526800292,944,12377,7.627050173709299,11695,40.62597700350853,28209.0,97.99214923402924,28787.0,424.0,1.4728870670788898,0
763,26634,12010,1690,28787,92.52092958627158,5.870705526800292,944,12377,7.627050173709299,11695,40.62597700350853,28209.0,97.99214923402924,28787.0,424.0,1.4728870670788898,0
764,26634,12010,1690,28787,92.52092958627158,5.870705526800292,944,12377,7.627050173709299,11695,40.62597700350853,28209.0,97.99214923402924,28787.0,424.0,1.4728870670788898,0
765,2879,12015,134,3013,95.55260537670097,4.447394623299037,12,1306,0.9188361408882083,1052,34.91536674410886,3013.0,100.0,3013.0,13.0,0.431463657484235,1
766,2879,12015,134,3013,95.55260537670097,4.447394623299037,12,1306,0.9188361408882083,1052,34.91536674410886,3013.0,100.0,3013.0,13.0,0.431463657484235,0
767,335,12017,5,340,98.52941176470588,1.4705882352941175,0,193,0.0,148,43.529411764705884,340.0,100.0,340.0,3.0,0.8823529411764706,0
768,7193,12018,265,7466,96.34342351995714,3.549424055719261,179,4024,4.4483101391650095,2866,38.38735601392981,7466.0,100.0,7466.0,96.0,1.2858290918832038,1
769,7193,12018,265,7466,96.34342351995714,3.549424055719261,179,4024,4.4483101391650095,2866,38.38735601392981,7466.0,100.0,7466.0,96.0,1.2858290918832038,0
770,14080,12019,234,14336,98.21428571428571,1.6322544642857144,22,7002,0.31419594401599543,5705,39.794921875,14327.0,99.93722098214286,14336.0,273.0,1.904296875,1
771,14080,12019,234,14336,98.21428571428571,1.6322544642857144,22,7002,0.31419594401599543,5705,39.794921875,14327.0,99.93722098214286,14336.0,273.0,1.904296875,1
772,14080,12019,234,14336,98.21428571428571,1.6322544642857144,22,7002,0.31419594401599543,5705,39.794921875,14327.0,99.93722098214286,14336.0,273.0,1.904296875,0
773,14080,12019,234,14336,98.21428571428571,1.6322544642857144,22,7002,0.31419594401599543,5705,39.794921875,14327.0,99.93722098214286,14336.0,273.0,1.904296875,0
774,30630,12020,1313,33044,92.69458903280474,3.9734898922648587,269,17145,1.5689705453484981,12909,39.06609369325748,32451.0,98.20542307226728,33044.0,551.0,1.6674736714683454,1
775,30630,12020,1313,33044,92.69458903280474,3.9734898922648587,269,17145,1.5689705453484981,12909,39.06609369325748,32451.0,98.20542307226728,33044.0,551.0,1.6674736714683454,0
776,773,12022,46,819,94.38339438339437,5.616605616605617,5,373,1.3404825737265416,397,48.47374847374847,813.0,99.26739926739927,819.0,0.0,0.0,0
777,2024,12023,109,2133,94.88982653539615,5.110173464603844,51,974,5.236139630390143,808,37.88091889357712,2126.0,99.67182372245664,2133.0,18.0,0.8438818565400843,0
778,2024,12023,109,2133,94.88982653539615,5.110173464603844,51,974,5.236139630390143,808,37.88091889357712,2126.0,99.67182372245664,2133.0,18.0,0.8438818565400843,0
779,11,12024,12,23,47.82608695652174,52.17391304347826,0,0,,12,52.17391304347826,23.0,100.0,23.0,0.0,0.0,0
780,5162,12025,290,5456,94.61143695014663,5.31524926686217,2,2863,0.069856793573175,2253,41.293988269794724,5453.0,99.94501466275659,5456.0,13.0,0.23826979472140764,0
781,5162,12025,290,5456,94.61143695014663,5.31524926686217,2,2863,0.069856793573175,2253,41.293988269794724,5453.0,99.94501466275659,5456.0,13.0,0.23826979472140764,0
782,3788,12027,83,3901,97.10330684439887,2.127659574468085,0,1870,0.0,1459,37.40066649577031,3871.0,99.23096641886696,3901.0,20.0,0.5126890540886951,1
783,3788,12027,83,3901,97.10330684439887,2.127659574468085,0,1870,0.0,1459,37.40066649577031,3871.0,99.23096641886696,3901.0,20.0,0.5126890540886951,1
784,3788,12027,83,3901,97.10330684439887,2.127659574468085,0,1870,0.0,1459,37.40066649577031,3871.0,99.23096641886696,3901.0,20.0,0.5126890540886951,0
785,3788,12027,83,3901,97.10330684439887,2.127659574468085,0,1870,0.0,1459,37.40066649577031,3871.0,99.23096641886696,3901.0,20.0,0.5126890540886951,0
786,907,12028,17,924,98.16017316017316,1.83982683982684,25,533,4.690431519699812,332,35.93073593073593,924.0,100.0,924.0,43.0,4.653679653679654,0
787,907,12028,17,924,98.16017316017316,1.83982683982684,25,533,4.690431519699812,332,35.93073593073593,924.0,100.0,924.0,43.0,4.653679653679654,0
788,935,12029,43,1114,83.93177737881507,3.859964093357271,0,460,0.0,409,36.7145421903052,972.0,87.25314183123878,1114.0,19.0,1.7055655296229804,0
789,173,12031,11,184,94.02173913043478,5.978260869565218,0,85,0.0,62,33.69565217391305,184.0,100.0,184.0,0.0,0.0,0
790,782,12032,36,818,95.59902200488997,4.400977995110025,15,344,4.3604651162790695,380,46.454767726161364,815.0,99.63325183374083,818.0,9.0,1.1002444987775062,0
791,782,12032,36,818,95.59902200488997,4.400977995110025,15,344,4.3604651162790695,380,46.454767726161364,815.0,99.63325183374083,818.0,9.0,1.1002444987775062,0
792,7172,12033,633,7885,90.95751426759671,8.027901077996196,58,3761,1.5421430470619515,3058,38.782498414711476,7805.0,98.9854153455929,7885.0,17.0,0.2155992390615092,1
793,7172,12033,633,7885,90.95751426759671,8.027901077996196,58,3761,1.5421430470619515,3058,38.782498414711476,7805.0,98.9854153455929,7885.0,17.0,0.2155992390615092,0
794,760,12035,33,793,95.83858764186634,4.16141235813367,0,281,0.0,301,37.957124842370746,793.0,100.0,793.0,0.0,0.0,0
795,267,12036,17,284,94.01408450704226,5.985915492957746,8,113,7.079646017699115,109,38.38028169014084,284.0,100.0,284.0,9.0,3.169014084507042,0
796,267,12036,17,284,94.01408450704226,5.985915492957746,8,113,7.079646017699115,109,38.38028169014084,284.0,100.0,284.0,9.0,3.169014084507042,0
797,3940,12037,348,4288,91.88432835820896,8.115671641791044,19,2325,0.8172043010752689,1799,41.95429104477612,4214.0,98.2742537313433,4288.0,96.0,2.2388059701492535,0
798,87,12040,59,146,59.589041095890416,40.41095890410959,0,86,0.0,55,37.67123287671233,146.0,100.0,146.0,0.0,0.0,0
799,444,12041,9,453,98.01324503311258,1.9867549668874174,0,216,0.0,209,46.13686534216336,433.0,95.58498896247241,453.0,0.0,0.0,0
800,136,12042,23,159,85.53459119496856,14.465408805031446,0,84,0.0,85,53.459119496855344,159.0,100.0,159.0,0.0,0.0,0
801,7954,12043,464,8435,94.29756965026674,5.5008891523414345,149,3287,4.533008822634621,2965,35.15115589804386,7147.0,84.73029045643153,8435.0,123.0,1.4582098399525785,1
802,7954,12043,464,8435,94.29756965026674,5.5008891523414345,149,3287,4.533008822634621,2965,35.15115589804386,7147.0,84.73029045643153,8435.0,123.0,1.4582098399525785,1
803,7954,12043,464,8435,94.29756965026674,5.5008891523414345,149,3287,4.533008822634621,2965,35.15115589804386,7147.0,84.73029045643153,8435.0,123.0,1.4582098399525785,0
804,7954,12043,464,8435,94.29756965026674,5.5008891523414345,149,3287,4.533008822634621,2965,35.15115589804386,7147.0,84.73029045643153,8435.0,123.0,1.4582098399525785,0
805,343,12045,0,343,100.0,0.0,0,151,0.0,169,49.27113702623907,343.0,100.0,343.0,9.0,2.623906705539359,1
806,343,12045,0,343,100.0,0.0,0,151,0.0,169,49.27113702623907,343.0,100.0,343.0,9.0,2.623906705539359,0
807,935,12046,31,966,96.79089026915115,3.2091097308488616,0,484,0.0,392,40.57971014492754,950.0,98.34368530020704,966.0,14.0,1.4492753623188406,0
808,935,12046,31,966,96.79089026915115,3.2091097308488616,0,484,0.0,392,40.57971014492754,950.0,98.34368530020704,966.0,14.0,1.4492753623188406,0
809,18477,12047,1215,20363,90.73810342287483,5.966704316652752,409,10178,4.018471212418943,8533,41.90443451357855,19546.0,95.98782104797918,20363.0,413.0,2.0281883808869026,1
810,18477,12047,1215,20363,90.73810342287483,5.966704316652752,409,10178,4.018471212418943,8533,41.90443451357855,19546.0,95.98782104797918,20363.0,413.0,2.0281883808869026,0
811,3676,12051,125,6432,57.151741293532346,1.9434079601990049,32,1683,1.9013666072489603,1432,22.263681592039802,3726.0,57.929104477611936,6432.0,309.0,4.80410447761194,1
812,3676,12051,125,6432,57.151741293532346,1.9434079601990049,32,1683,1.9013666072489603,1432,22.263681592039802,3726.0,57.929104477611936,6432.0,309.0,4.80410447761194,0
813,1419,12052,141,1560,90.96153846153847,9.038461538461538,17,809,2.1013597033374536,659,42.243589743589745,1557.0,99.8076923076923,1560.0,32.0,2.051282051282051,0
814,4602,12053,226,4828,95.31897265948633,4.68102734051367,0,2593,0.0,1503,31.13090306545153,4828.0,100.0,4828.0,48.0,0.9942004971002486,0
815,4602,12053,226,4828,95.31897265948633,4.68102734051367,0,2593,0.0,1503,31.13090306545153,4828.0,100.0,4828.0,48.0,0.9942004971002486,0
816,4602,12053,226,4828,95.31897265948633,4.68102734051367,0,2593,0.0,1503,31.13090306545153,4828.0,100.0,4828.0,48.0,0.9942004971002486,0
817,16713,12054,343,17177,97.29871339581999,1.9968562612796181,66,9108,0.7246376811594203,6822,39.715899167491415,16977.0,98.83565232578448,17177.0,523.0,3.044769168073587,1
818,16713,12054,343,17177,97.29871339581999,1.9968562612796181,66,9108,0.7246376811594203,6822,39.715899167491415,16977.0,98.83565232578448,17177.0,523.0,3.044769168073587,0
819,2282,12056,113,2400,95.08333333333333,4.708333333333333,9,1361,0.6612784717119765,783,32.625,2393.0,99.70833333333333,2400.0,0.0,0.0,1
820,2282,12056,113,2400,95.08333333333333,4.708333333333333,9,1361,0.6612784717119765,783,32.625,2393.0,99.70833333333333,2400.0,0.0,0.0,0
821,2090,12057,21,2115,98.81796690307328,0.9929078014184398,37,1050,3.5238095238095237,807,38.156028368794324,2115.0,100.0,2115.0,4.0,0.18912529550827423,0
822,2090,12057,21,2115,98.81796690307328,0.9929078014184398,37,1050,3.5238095238095237,807,38.156028368794324,2115.0,100.0,2115.0,4.0,0.18912529550827423,0
823,1593,12058,75,1668,95.50359712230215,4.496402877697841,0,762,0.0,563,33.752997601918466,1668.0,100.0,1668.0,10.0,0.5995203836930456,0
824,1546,12059,65,1611,95.96523898199875,4.034761018001241,0,892,0.0,668,41.4649286157666,1611.0,100.0,1611.0,13.0,0.8069522036002483,0
825,1295,12060,101,1396,92.76504297994269,7.234957020057306,12,650,1.8461538461538463,624,44.69914040114613,1396.0,100.0,1396.0,13.0,0.9312320916905444,0
826,9411,12061,309,9969,94.4026482094493,3.099608787240445,28,5233,0.5350659277660997,3801,38.128197411977126,9683.0,97.13110642993279,9969.0,303.0,3.039422208847427,1
827,9411,12061,309,9969,94.4026482094493,3.099608787240445,28,5233,0.5350659277660997,3801,38.128197411977126,9683.0,97.13110642993279,9969.0,303.0,3.039422208847427,0
828,1611,12062,125,1736,92.79953917050692,7.200460829493087,24,887,2.705749718151071,652,37.55760368663594,1732.0,99.76958525345621,1736.0,0.0,0.0,0
829,1611,12062,125,1736,92.79953917050692,7.200460829493087,24,887,2.705749718151071,652,37.55760368663594,1732.0,99.76958525345621,1736.0,0.0,0.0,0
830,462,12063,33,495,93.33333333333333,6.666666666666667,0,254,0.0,169,34.14141414141414,495.0,100.0,495.0,0.0,0.0,1
831,462,12063,33,495,93.33333333333333,6.666666666666667,0,254,0.0,169,34.14141414141414,495.0,100.0,495.0,0.0,0.0,0
832,395,12064,15,410,96.34146341463415,3.6585365853658534,5,198,2.525252525252525,225,54.87804878048781,410.0,100.0,410.0,0.0,0.0,0
833,395,12064,15,410,96.34146341463415,3.6585365853658534,5,198,2.525252525252525,225,54.87804878048781,410.0,100.0,410.0,0.0,0.0,0
834,40878,12065,2114,43206,94.61185946396334,4.892838957552192,253,23098,1.0953329292579443,17571,40.667962782946816,42979.0,99.47461000786927,43206.0,2099.0,4.858121557191131,1
835,40878,12065,2114,43206,94.61185946396334,4.892838957552192,253,23098,1.0953329292579443,17571,40.667962782946816,42979.0,99.47461000786927,43206.0,2099.0,4.858121557191131,0
836,1784,12066,88,1876,95.0959488272921,4.690831556503198,5,960,0.5208333333333333,756,40.298507462686565,1844.0,98.29424307036247,1876.0,0.0,0.0,0
837,1784,12066,88,1876,95.0959488272921,4.690831556503198,5,960,0.5208333333333333,756,40.298507462686565,1844.0,98.29424307036247,1876.0,0.0,0.0,0
838,1784,12066,88,1876,95.0959488272921,4.690831556503198,5,960,0.5208333333333333,756,40.298507462686565,1844.0,98.29424307036247,1876.0,0.0,0.0,0
839,1521,12067,10,1531,99.34683213585892,0.6531678641410843,0,818,0.0,557,36.38145003265839,1531.0,100.0,1531.0,0.0,0.0,0
840,2795,12068,198,2993,93.38456398262612,6.615436017373873,31,1436,2.1587743732590527,1191,39.79284998329435,2986.0,99.76612094888073,2993.0,71.0,2.3722018042098227,1
841,2795,12068,198,2993,93.38456398262612,6.615436017373873,31,1436,2.1587743732590527,1191,39.79284998329435,2986.0,99.76612094888073,2993.0,71.0,2.3722018042098227,1
842,2795,12068,198,2993,93.38456398262612,6.615436017373873,31,1436,2.1587743732590527,1191,39.79284998329435,2986.0,99.76612094888073,2993.0,71.0,2.3722018042098227,1
843,2795,12068,198,2993,93.38456398262612,6.615436017373873,31,1436,2.1587743732590527,1191,39.79284998329435,2986.0,99.76612094888073,2993.0,71.0,2.3722018042098227,1
844,2795,12068,198,2993,93.38456398262612,6.615436017373873,31,1436,2.1587743732590527,1191,39.79284998329435,2986.0,99.76612094888073,2993.0,71.0,2.3722018042098227,0
845,2795,12068,198,2993,93.38456398262612,6.615436017373873,31,1436,2.1587743732590527,1191,39.79284998329435,2986.0,99.76612094888073,2993.0,71.0,2.3722018042098227,0
846,179,12069,0,179,100.0,0.0,5,32,15.625,68,37.988826815642454,179.0,100.0,179.0,0.0,0.0,0
847,1545,12070,33,1578,97.90874524714829,2.091254752851711,9,789,1.1406844106463878,635,40.24081115335868,1578.0,100.0,1578.0,5.0,0.3168567807351077,1
848,1545,12070,33,1578,97.90874524714829,2.091254752851711,9,789,1.1406844106463878,635,40.24081115335868,1578.0,100.0,1578.0,5.0,0.3168567807351077,1
849,1545,12070,33,1578,97.90874524714829,2.091254752851711,9,789,1.1406844106463878,635,40.24081115335868,1578.0,100.0,1578.0,5.0,0.3168567807351077,0
850,1545,12070,33,1578,97.90874524714829,2.091254752851711,9,789,1.1406844106463878,635,40.24081115335868,1578.0,100.0,1578.0,5.0,0.3168567807351077,0
851,348,12071,16,364,95.6043956043956,4.395604395604396,0,132,0.0,129,35.43956043956044,364.0,100.0,364.0,27.0,7.417582417582418,0
852,2332,12072,378,2843,82.02602884277172,13.295814280689413,46,1170,3.9316239316239314,964,33.90784382694337,2710.0,95.32184312346114,2843.0,63.0,2.2159690467815687,1
853,2332,12072,378,2843,82.02602884277172,13.295814280689413,46,1170,3.9316239316239314,964,33.90784382694337,2710.0,95.32184312346114,2843.0,63.0,2.2159690467815687,0
